,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,FamilySize,IsAlone
266,336,0,3,Denkoff  Mr. Mitto,male,27.986140209531754,0,0,349225,7.8958001,S,0,0
267,337,0,1,Pears  Mr. Thomas Clinton,male,29.0,1,0,113776,66.599998,S,1,1
268,338,1,1,Burns  Miss. Elizabeth Margaret,female,41.0,0,0,16966,134.5,C,0,0
269,339,1,3,Dahl  Mr. Karl Edwart,male,45.0,0,0,7598,8.0500002,S,0,0
270,340,0,1,Blackwell  Mr. Stephen Weart,male,45.0,0,0,113784,35.5,S,0,0
271,341,1,2,Navratil  Master. Edmond Roger,male,2.0,1,1,230080,26.0,S,2,0
272,342,1,1,Fortune  Miss. Alice Elizabeth,female,24.0,3,2,19950,263.0,S,5,0
273,343,0,2,Collander  Mr. Erik Gustaf,male,28.0,0,0,248740,13.0,S,0,0
274,344,0,2,Sedgwick  Mr. Charles Frederick Waddington,male,25.0,0,0,244361,13.0,S,0,0
275,345,0,2,Fox  Mr. Stanley Hubert,male,36.0,0,0,229236,13.0,S,0,0
276,346,1,2,"Brown  Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,S,0,0
277,347,1,2,Smith  Miss. Marion Elsie,female,40.0,0,0,31418,13.0,S,0,0
278,348,1,3,Davison  Mrs. Thomas Henry (Mary E Finck),female,26.674956349206354,1,0,386525,16.1,S,1,1
279,349,1,3,"Coutts  Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,S,2,0
280,350,0,3,Dimic  Mr. Jovan,male,42.0,0,0,315088,8.6625004,S,0,0
281,351,0,3,Odahl  Mr. Nils Martin,male,23.0,0,0,7267,9.2250004,S,0,0
282,352,0,1,Williams-Lambert  Mr. Fletcher Fellows,male,60.90659523809524,0,0,113510,35.0,S,0,0
283,353,0,3,Elias  Mr. Tannous,male,15.0,1,1,2695,7.2291999,C,2,0
284,354,0,3,Arnold-Franchi  Mr. Josef,male,25.0,1,0,349237,17.799999,S,1,1
285,355,0,3,Yousif  Mr. Wazli,male,29.589628663003655,0,0,2647,7.2249999,C,0,0
286,356,0,3,Vanden Steen  Mr. Leo Peter,male,28.0,0,0,345783,9.5,S,0,0
287,357,1,1,Bowerman  Miss. Elsie Edith,female,22.0,0,1,113505,55.0,S,1,1
288,358,0,2,Funk  Miss. Annie Clemmer,female,38.0,0,0,237671,13.0,S,0,0
289,359,1,3,McGovern  Miss. Mary,female,21.492571839080462,0,0,330931,7.8792,Q,0,0
290,360,1,3,"Mockler  Miss. Helen Mary ""Ellie""",female,21.492571839080462,0,0,330980,7.8792,Q,0,0
291,361,0,3,Skoog  Mr. Wilhelm,male,40.0,1,4,347088,27.9,S,5,0
292,362,0,2,del Carlo  Mr. Sebastiano,male,29.0,1,0,SC/PARIS 2167,27.7208,C,1,1
293,363,0,3,Barbara  Mrs. (Catherine David),female,45.0,0,1,2691,14.4542,C,1,1
294,364,0,3,Asim  Mr. Adola,male,35.0,0,0,SOTON/O.Q. 3101310,7.0500002,S,0,0
295,365,0,3,O'Brien  Mr. Thomas,male,33.598,1,0,370365,15.5,Q,1,1
296,366,0,3,Adahl  Mr. Mauritz Nils Martin,male,30.0,0,0,C 7076,7.25,S,0,0
297,367,1,1,Warren  Mrs. Frank Manley (Anna Sophia Atkinson),female,60.0,1,0,110813,75.25,C,1,1
298,368,1,3,Moussa  Mrs. (Mantoura Boulos),female,22.59023977411476,0,0,2626,7.2291999,C,0,0
299,369,1,3,Jermyn  Miss. Annie,female,36.124156188110135,0,0,14313,7.75,Q,0,0
300,370,1,1,Aubart  Mme. Leontine Pauline,female,24.0,0,0,PC 17477,69.300003,C,0,0
301,371,1,1,Harder  Mr. George Achilles,male,25.0,1,0,11765,55.4417,C,1,1
302,372,0,3,Wiklund  Mr. Jakob Alfred,male,18.0,1,0,3101267,6.4958,S,1,1
303,373,0,3,Beavan  Mr. William Thomas,male,19.0,0,0,323951,8.0500002,S,0,0
304,374,0,1,Ringhini  Mr. Sante,male,22.0,0,0,PC 17760,135.6333,C,0,0
305,375,0,3,Palsson  Miss. Stina Viola,female,3.0,3,1,349909,21.075001,S,4,0
306,376,1,1,Meyer  Mrs. Edgar Joseph (Leila Saks),female,31.156666666666666,1,0,PC 17604,82.170799,C,1,1
307,377,1,3,Landergren  Miss. Aurora Adelia,female,22.0,0,0,C 7077,7.25,S,0,0
308,378,0,1,Widener  Mr. Harry Elkins,male,27.0,0,2,113503,211.5,C,2,0
309,379,0,3,Betros  Mr. Tannous,male,20.0,0,0,2648,4.0124998,C,0,0
310,380,0,3,Gustafsson  Mr. Karl Gideon,male,19.0,0,0,347069,7.7750001,S,0,0
311,381,1,1,Bidois  Miss. Rosalie,female,42.0,0,0,PC 17757,227.52499,C,0,0
312,382,1,3,"Nakid  Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,C,2,0
313,383,0,3,Tikkanen  Mr. Juho,male,32.0,0,0,STON/O 2. 3101293,7.9250002,S,0,0
314,384,1,1,Holverson  Mrs. Alexander Oskar (Mary Aline Towner),female,35.0,1,0,113789,52.0,S,1,1
315,385,0,3,Plotcharsky  Mr. Vasil,male,27.986140209531754,0,0,349227,7.8958001,S,0,0
316,386,0,2,Davies  Mr. Charles Henry,male,18.0,0,0,S.O.C. 14879,73.5,S,0,0
317,387,0,3,Goodwin  Master. Sidney Leonard,male,1.0,5,2,CA 2144,46.900002,S,7,0
318,388,1,2,Buss  Miss. Kate,female,36.0,0,0,27849,13.0,S,0,0
319,389,0,3,Sadlier  Mr. Matthew,male,20.02987171052631,0,0,367655,7.7291999,Q,0,0
320,390,1,2,Lehmann  Miss. Bertha,female,17.0,0,0,SC 1748,12.0,C,0,0
321,391,1,1,Carter  Mr. William Ernest,male,36.0,1,2,113760,120.0,S,3,0
322,392,1,3,Jansson  Mr. Carl Olof,male,21.0,0,0,350034,7.7958002,S,0,0
323,393,0,3,Gustafsson  Mr. Johan Birger,male,28.0,2,0,3101277,7.9250002,S,2,0
324,394,1,1,Newell  Miss. Marjorie,female,23.0,1,0,35273,113.275,C,1,1
325,395,1,3,Sandstrom  Mrs. Hjalmar (Agnes Charlotta Bengtsson),female,24.0,0,2,PP 9549,16.700001,S,2,0
326,396,0,3,Johansson  Mr. Erik,male,22.0,0,0,350052,7.7958002,S,0,0
327,397,0,3,Olsson  Miss. Elina,female,31.0,0,0,350407,7.8541999,S,0,0
328,398,0,2,McKane  Mr. Peter David,male,46.0,0,0,28403,26.0,S,0,0
329,399,0,2,Pain  Dr. Alfred,male,23.0,0,0,244278,10.5,S,0,0
330,400,1,2,Trout  Mrs. William H (Jessie L),female,28.0,0,0,240929,12.65,S,0,0
331,401,1,3,Niskanen  Mr. Juha,male,39.0,0,0,STON/O 2. 3101289,7.9250002,S,0,0
332,402,0,3,Adams  Mr. John,male,26.0,0,0,341826,8.0500002,S,0,0
333,403,0,3,Jussila  Miss. Mari Aina,female,21.0,1,0,4137,9.8249998,S,1,1
334,404,0,3,Hakkarainen  Mr. Pekka Pietari,male,28.0,1,0,STON/O2. 3101279,15.85,S,1,1
335,405,0,3,Oreskovic  Miss. Marija,female,20.0,0,0,315096,8.6625004,S,0,0
336,406,0,2,Gale  Mr. Shadrach,male,34.0,1,0,28664,21.0,S,1,1
337,407,0,3,Widegren  Mr. Carl/Charles Peter,male,51.0,0,0,347064,7.75,S,0,0
338,408,1,2,Richards  Master. William Rowe,male,3.0,1,1,29106,18.75,S,2,0
339,409,0,3,Birkeland  Mr. Hans Martin Monsen,male,21.0,0,0,312992,7.7750001,S,0,0
340,410,0,3,Lefebre  Miss. Ida,female,7.135675685425685,3,1,4133,25.4667,S,4,0
341,411,0,3,Sdycoff  Mr. Todor,male,27.986140209531754,0,0,349222,7.8958001,S,0,0
342,412,0,3,Hart  Mr. Henry,male,21.85780303030303,0,0,394140,6.8583002,Q,0,0
343,413,1,1,Minahan  Miss. Daisy E,female,33.0,1,0,19928,90.0,Q,1,1
344,414,0,2,Cunningham  Mr. Alfred Fleming,male,34.57483184987365,0,0,239853,0.0,S,0,0
345,415,1,3,Sundman  Mr. Johan Julian,male,44.0,0,0,STON/O 2. 3101269,7.9250002,S,0,0
346,416,0,3,Meek  Mrs. Thomas (Annie Louise Rowley),female,31.051514586770406,0,0,343095,8.0500002,S,0,0
347,417,1,2,Drew  Mrs. James Vivian (Lulu Thorne Christian),female,34.0,1,1,28220,32.5,S,2,0
348,418,1,2,Silven  Miss. Lyyli Karoliina,female,18.0,0,2,250652,13.0,S,2,0
349,419,0,2,Matthews  Mr. William John,male,30.0,0,0,28228,13.0,S,0,0
350,420,0,3,Van Impe  Miss. Catharina,female,10.0,0,2,345773,24.15,S,2,0
351,421,0,3,Gheorgheff  Mr. Stanio,male,27.986140209531754,0,0,349254,7.8958001,C,0,0
352,422,0,3,Charters  Mr. David,male,21.0,0,0,A/5. 13032,7.7333002,Q,0,0
353,423,0,3,Zimmerman  Mr. Leo,male,29.0,0,0,315082,7.875,S,0,0
354,424,0,3,Danbom  Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren),female,28.0,1,1,347080,14.4,S,2,0
355,425,0,3,Rosblom  Mr. Viktor Richard,male,18.0,1,1,370129,20.2125,S,2,0
356,426,0,3,Wiseman  Mr. Phillippe,male,29.914239466673667,0,0,A/4. 34244,7.25,S,0,0
357,427,1,2,Clarke  Mrs. Charles V (Ada Maria Winfield),female,28.0,1,0,2003,26.0,S,1,1
358,428,1,2,"Phillips  Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,S,0,0
359,429,0,3,Flynn  Mr. James,male,36.124156188110135,0,0,364851,7.75,Q,0,0
360,430,1,3,Pickard  Mr. Berk (Berk Trembisky),male,32.0,0,0,SOTON/O.Q. 392078,8.0500002,S,0,0
361,431,1,1,Bjornstrom-Steffansson  Mr. Mauritz Hakan,male,28.0,0,0,110564,26.549999,S,0,0
362,432,1,3,Thorneycroft  Mrs. Percival (Florence Kate White),female,26.674956349206354,1,0,376564,16.1,S,1,1
363,433,1,2,Louch  Mrs. Charles Alexander (Alice Adelaide Slow),female,42.0,1,0,SC/AH 3085,26.0,S,1,1
364,434,0,3,Kallio  Mr. Nikolai Erland,male,17.0,0,0,STON/O 2. 3101274,7.125,S,0,0
365,435,0,1,Silvey  Mr. William Baird,male,50.0,1,0,13507,55.900002,S,1,1
366,436,1,1,Carter  Miss. Lucile Polk,female,14.0,1,2,113760,120.0,S,3,0
367,437,0,3,"Ford  Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,S,4,0
368,438,1,2,Richards  Mrs. Sidney (Emily Hocking),female,24.0,2,3,29106,18.75,S,5,0
369,439,0,1,Fortune  Mr. Mark,male,64.0,1,4,19950,263.0,S,5,0
370,440,0,2,Kvillner  Mr. Johan Henrik Johannesson,male,31.0,0,0,C.A. 18723,10.5,S,0,0
371,441,1,2,Hart  Mrs. Benjamin (Esther Ada Bloomfield),female,45.0,1,1,F.C.C. 13529,26.25,S,2,0
372,442,0,3,Hampe  Mr. Leon,male,20.0,0,0,345769,9.5,S,0,0
373,443,0,3,Petterson  Mr. Johan Emil,male,25.0,1,0,347076,7.7750001,S,1,1
374,444,1,2,Reynaldo  Ms. Encarnacion,female,28.0,0,0,230434,13.0,S,0,0
375,445,1,3,Johannesen-Bratthammer  Mr. Bernt,male,22.841701259793666,0,0,65306,8.1125002,S,0,0
376,446,1,1,Dodge  Master. Washington,male,4.0,0,2,33638,81.858299,S,2,0
377,447,1,2,Mellinger  Miss. Madeleine Violet,female,13.0,0,1,250644,19.5,S,1,1
378,448,1,1,Seward  Mr. Frederic Kimber,male,34.0,0,0,113794,26.549999,S,0,0
379,449,1,3,Baclini  Miss. Marie Catherine,female,5.0,2,1,2666,19.258301,C,3,0
380,450,1,1,Peuchen  Major. Arthur Godfrey,male,52.0,0,0,113786,30.5,S,0,0
381,451,0,2,West  Mr. Edwy Arthur,male,36.0,1,2,C.A. 34651,27.75,S,3,0
382,452,0,3,Hagland  Mr. Ingvald Olai Olsen,male,25.234166666666667,1,0,65303,19.9667,S,1,1
383,453,0,1,Foreman  Mr. Benjamin Laventall,male,30.0,0,0,113051,27.75,C,0,0
384,454,1,1,Goldenberg  Mr. Samuel L,male,49.0,1,0,17453,89.104202,C,1,1
385,455,0,3,Peduzzi  Mr. Joseph,male,31.051514586770406,0,0,A/5 2817,8.0500002,S,0,0
386,456,1,3,Jalsevac  Mr. Ivan,male,29.0,0,0,349240,7.8958001,C,0,0
387,457,0,1,Millet  Mr. Francis Davis,male,65.0,0,0,13509,26.549999,S,0,0
388,458,1,1,Kenyon  Mrs. Frederick R (Marion),female,44.1561626984127,1,0,17464,51.862499,S,1,1
389,459,1,2,Toomey  Miss. Ellen,female,50.0,0,0,F.C.C. 13531,10.5,S,0,0
390,460,0,3,O'Connor  Mr. Maurice,male,36.124156188110135,0,0,371060,7.75,Q,0,0
391,461,1,1,Anderson  Mr. Harry,male,48.0,0,0,19952,26.549999,S,0,0
392,462,0,3,Morley  Mr. William,male,34.0,0,0,364506,8.0500002,S,0,0
393,463,0,1,Gee  Mr. Arthur H,male,47.0,0,0,111320,38.5,S,0,0
394,464,0,2,Milling  Mr. Jacob Christian,male,48.0,0,0,234360,13.0,S,0,0
395,465,0,3,Maisner  Mr. Simon,male,31.051514586770406,0,0,A/S 2816,8.0500002,S,0,0
396,466,0,3,Goncalves  Mr. Manuel Estanslas,male,38.0,0,0,SOTON/O.Q. 3101306,7.0500002,S,0,0
397,467,0,2,Campbell  Mr. William,male,34.57483184987365,0,0,239853,0.0,S,0,0
398,468,0,1,Smart  Mr. John Montgomery,male,56.0,0,0,113792,26.549999,S,0,0
399,469,0,3,Scanlan  Mr. James,male,20.02987171052631,0,0,36209,7.7249999,Q,0,0
400,470,1,3,Baclini  Miss. Helene Barbara,female,0.75,2,1,2666,19.258301,C,3,0
401,471,0,3,Keefe  Mr. Arthur,male,29.914239466673667,0,0,323592,7.25,S,0,0
402,472,0,3,Cacic  Mr. Luka,male,38.0,0,0,315089,8.6625004,S,0,0
403,473,1,2,West  Mrs. Edwy Arthur (Ada Mary Worth),female,33.0,1,2,C.A. 34651,27.75,S,3,0
404,474,1,2,Jerwan  Mrs. Amin S (Marie Marthe Thuillard),female,23.0,0,0,SC/AH Basle 541,13.7917,C,0,0
405,475,0,3,Strandberg  Miss. Ida Sofia,female,22.0,0,0,7553,9.8374996,S,0,0
406,476,0,1,Clifford  Mr. George Quincy,male,43.83166666666666,0,0,110465,52.0,S,0,0
407,477,0,2,Renouf  Mr. Peter Henry,male,34.0,1,0,31027,21.0,S,1,1
408,478,0,3,Braund  Mr. Lewis Richard,male,29.0,1,0,3460,7.0458002,S,1,1
409,479,0,3,Karlsson  Mr. Nils August,male,22.0,0,0,350060,7.5208001,S,0,0
410,480,1,3,Hirvonen  Miss. Hildur E,female,2.0,0,1,3101298,12.2875,S,1,1
411,481,0,3,Goodwin  Master. Harold Victor,male,9.0,5,2,CA 2144,46.900002,S,7,0
412,482,0,2,"Frost  Mr. Anthony Wood ""Archie""",male,34.57483184987365,0,0,239854,0.0,S,0,0
413,483,0,3,Rouse  Mr. Richard Henry,male,50.0,0,0,A/5 3594,8.0500002,S,0,0
414,484,1,3,Turkula  Mrs. (Hedwig),female,63.0,0,0,4134,9.5874996,S,0,0
415,485,1,1,Bishop  Mr. Dickinson H,male,25.0,1,0,11967,91.079201,C,1,1
416,486,0,3,Lefebre  Miss. Jeannie,female,7.135675685425685,3,1,4133,25.4667,S,4,0
417,487,1,1,Hoyt  Mrs. Frederick Maxfield (Jane Anne Forby),female,35.0,1,0,19943,90.0,S,1,1
418,488,0,1,Kent  Mr. Edward Austin,male,58.0,0,0,11771,29.700001,C,0,0
419,489,0,3,Somerton  Mr. Francis William,male,30.0,0,0,A.5. 18509,8.0500002,S,0,0
420,490,1,3,"Coutts  Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,S,2,0
421,491,0,3,Hagland  Mr. Konrad Mathias Reiersen,male,25.234166666666667,1,0,65304,19.9667,S,1,1
422,492,0,3,Windelov  Mr. Einar,male,21.0,0,0,SOTON/OQ 3101317,7.25,S,0,0
423,493,0,1,Molson  Mr. Harry Markland,male,55.0,0,0,113787,30.5,S,0,0
424,494,0,1,Artagaveytia  Mr. Ramon,male,71.0,0,0,PC 17609,49.5042,C,0,0
425,495,0,3,Stanley  Mr. Edward Roland,male,21.0,0,0,A/4 45380,8.0500002,S,0,0
426,496,0,3,Yousseff  Mr. Gerious,male,18.249214285714285,0,0,2627,14.4583,C,0,0
427,497,1,1,Eustis  Miss. Elizabeth Mussey,female,54.0,1,0,36947,78.266701,C,1,1
428,498,0,3,Shellard  Mr. Frederick William,male,26.31375,0,0,C.A. 6212,15.1,S,0,0
429,499,0,1,Allison  Mrs. Hudson J C (Bessie Waldo Daniels),female,25.0,1,2,113781,151.55,S,3,0
430,500,0,3,Svensson  Mr. Olof,male,24.0,0,0,350035,7.7958002,S,0,0
431,501,0,3,Calic  Mr. Petar,male,17.0,0,0,315086,8.6625004,S,0,0
432,502,0,3,Canavan  Miss. Mary,female,21.0,0,0,364846,7.75,Q,0,0
433,503,0,3,O'Sullivan  Miss. Bridget Mary,female,26.08094047619047,0,0,330909,7.6292,Q,0,0
434,504,0,3,Laitinen  Miss. Kristina Sofia,female,37.0,0,0,4135,9.5874996,S,0,0
435,505,1,1,Maioni  Miss. Roberta,female,16.0,0,0,110152,86.5,S,0,0
436,506,0,1,Penasco y Castellana  Mr. Victor de Satode,male,18.0,1,0,PC 17758,108.9,C,1,1
437,507,1,2,Quick  Mrs. Frederick Charles (Jane Richards),female,33.0,0,2,26360,26.0,S,2,0
438,508,1,1,"Bradley  Mr. George (""George Arthur Brayton"")",male,49.94854045593209,0,0,111427,26.549999,S,0,0
439,509,0,3,Olsen  Mr. Henry Margido,male,28.0,0,0,C 4001,22.525,S,0,0
440,510,1,3,Lang  Mr. Fang,male,26.0,0,0,1601,56.4958,S,0,0
441,511,1,3,Daly  Mr. Eugene Patrick,male,29.0,0,0,382651,7.75,Q,0,0
442,512,0,3,Webber  Mr. James,male,31.051514586770406,0,0,SOTON/OQ 3101316,8.0500002,S,0,0
443,513,1,1,McGough  Mr. James Robert,male,36.0,0,0,PC 17473,26.2875,S,0,0
444,514,1,1,Rothschild  Mrs. Martin (Elizabeth L. Barrett),female,54.0,1,0,PC 17603,59.400002,C,1,1
445,515,0,3,Coleff  Mr. Satio,male,24.0,0,0,349209,7.4958,S,0,0
446,516,0,1,Walker  Mr. William Anderson,male,47.0,0,0,36967,34.020802,S,0,0
447,517,1,2,Lemore  Mrs. (Amelia Milley),female,34.0,0,0,C.A. 34260,10.5,S,0,0
448,518,0,3,Ryan  Mr. Patrick,male,32.473214285714285,0,0,371110,24.15,Q,0,0
449,519,1,2,"Angle  Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,S,1,1
450,520,0,3,Pavlovic  Mr. Stefo,male,32.0,0,0,349242,7.8958001,S,0,0
451,521,1,1,Perreault  Miss. Anne,female,30.0,0,0,12749,93.5,S,0,0
452,522,0,3,Vovk  Mr. Janko,male,22.0,0,0,349252,7.8958001,S,0,0
453,523,0,3,Lahoud  Mr. Sarkis,male,29.589628663003655,0,0,2624,7.2249999,C,0,0
454,524,1,1,Hippach  Mrs. Louis Albert (Ida Sophia Fischer),female,44.0,0,1,111361,57.979198,C,1,1
455,525,0,3,Kassem  Mr. Fared,male,22.59023977411476,0,0,2700,7.2291999,C,0,0
456,526,0,3,Farrell  Mr. James,male,40.5,0,0,367232,7.75,Q,0,0
457,527,1,2,Ridsdale  Miss. Lucy,female,50.0,0,0,W./C. 14258,10.5,S,0,0
458,528,0,1,Farthing  Mr. John,male,38.692,0,0,PC 17483,221.77921,S,0,0
459,529,0,3,Salonen  Mr. Johan Werner,male,39.0,0,0,3101296,7.9250002,S,0,0
460,530,0,2,Hocking  Mr. Richard George,male,23.0,2,1,29104,11.5,S,3,0
461,531,1,2,Quick  Miss. Phyllis May,female,2.0,1,1,26360,26.0,S,2,0
462,532,0,3,Toufik  Mr. Nakli,male,22.59023977411476,0,0,2641,7.2291999,C,0,0
463,533,0,3,Elias  Mr. Joseph Jr,male,17.0,1,1,2690,7.2291999,C,2,0
464,534,1,3,Peter  Mrs. Catherine (Catherine Rizk),female,6.8445,0,2,2668,22.358299,C,2,0
465,67,1,2,Nye  Mrs. (Elizabeth Ramell),female,29.0,0,0,C.A. 29395,10.5,S,0,0
466,68,0,3,Crease  Mr. Ernest James,male,19.0,0,0,S.P. 3464,8.1583004,S,0,0
467,69,1,3,Andersson  Miss. Erna Alexandra,female,17.0,4,2,3101281,7.9250002,S,6,0
468,70,0,3,Kink  Mr. Vincenz,male,26.0,2,0,315151,8.6625004,S,2,0
469,71,0,2,Jenkin  Mr. Stephen Curnow,male,32.0,0,0,C.A. 33111,10.5,S,0,0
470,72,0,3,Goodwin  Miss. Lillian Amy,female,16.0,5,2,CA 2144,46.900002,S,7,0
471,73,0,2,Hood  Mr. Ambrose Jr,male,21.0,0,0,S.O.C. 14879,73.5,S,0,0
472,74,0,3,Chronopoulos  Mr. Apostolos,male,26.0,1,0,2680,14.4542,C,1,1
473,75,1,3,Bing  Mr. Lee,male,32.0,0,0,1601,56.4958,S,0,0
474,76,0,3,Moen  Mr. Sigurd Hansen,male,25.0,0,0,348123,7.6500001,S,0,0
475,77,0,3,Staneff  Mr. Ivan,male,27.986140209531754,0,0,349208,7.8958001,S,0,0
476,78,0,3,Moutal  Mr. Rahamin Haim,male,31.051514586770406,0,0,374746,8.0500002,S,0,0
477,79,1,2,Caldwell  Master. Alden Gates,male,0.82999998,0,2,248738,29.0,S,2,0
478,80,1,3,Dowdell  Miss. Elizabeth,female,30.0,0,0,364516,12.475,S,0,0
479,81,0,3,Waelens  Mr. Achille,male,22.0,0,0,345767,9.0,S,0,0
480,82,1,3,Sheerlinck  Mr. Jan Baptist,male,29.0,0,0,345779,9.5,S,0,0
481,83,1,3,McDermott  Miss. Brigdet Delia,female,23.43721600621601,0,0,330932,7.7874999,Q,0,0
482,84,0,1,Carrau  Mr. Francisco M,male,28.0,0,0,113059,47.099998,S,0,0
483,85,1,2,Ilett  Miss. Bertha,female,17.0,0,0,SO/C 14885,10.5,S,0,0
484,86,1,3,Backstrom  Mrs. Karl Alfred (Maria Mathilda Gustafsson),female,33.0,3,0,3101278,15.85,S,3,0
485,87,0,3,Ford  Mr. William Neal,male,16.0,1,3,W./C. 6608,34.375,S,4,0
486,88,0,3,Slocovski  Mr. Selman Francis,male,31.051514586770406,0,0,SOTON/OQ 392086,8.0500002,S,0,0
487,89,1,1,Fortune  Miss. Mabel Helen,female,23.0,3,2,19950,263.0,S,5,0
488,90,0,3,Celotti  Mr. Francesco,male,24.0,0,0,343275,8.0500002,S,0,0
489,91,0,3,Christmann  Mr. Emil,male,29.0,0,0,343276,8.0500002,S,0,0
490,92,0,3,Andreasson  Mr. Paul Edvin,male,20.0,0,0,347466,7.8541999,S,0,0
491,93,0,1,Chaffee  Mr. Herbert Fuller,male,46.0,1,0,W.E.P. 5734,61.174999,S,1,1
492,94,0,3,Dean  Mr. Bertram Frank,male,26.0,1,2,C.A. 2315,20.575001,S,3,0
493,95,0,3,Coxon  Mr. Daniel,male,59.0,0,0,364500,7.25,S,0,0
494,96,0,3,Shorney  Mr. Charles Joseph,male,31.051514586770406,0,0,374910,8.0500002,S,0,0
495,97,0,1,Goldschmidt  Mr. George B,male,71.0,0,0,PC 17754,34.654202,C,0,0
496,98,1,1,Greenfield  Mr. William Bertram,male,23.0,0,1,PC 17759,63.358299,C,1,1
497,99,1,2,Doling  Mrs. John T (Ada Julia Bone),female,34.0,0,1,231919,23.0,S,1,1
498,100,0,2,Kantor  Mr. Sinai,male,34.0,1,0,244367,26.0,S,1,1
499,101,0,3,Petranec  Miss. Matilda,female,28.0,0,0,349245,7.8958001,S,0,0
500,102,0,3,"Petroff  Mr. Pastcho (""Pentcho"")",male,27.986140209531754,0,0,349215,7.8958001,S,0,0
501,103,0,1,White  Mr. Richard Frasar,male,21.0,0,1,35281,77.287498,S,1,1
502,104,0,3,Johansson  Mr. Gustaf Joel,male,33.0,0,0,7540,8.6541996,S,0,0
503,105,0,3,Gustafsson  Mr. Anders Vilhelm,male,37.0,2,0,3101276,7.9250002,S,2,0
504,106,0,3,Mionoff  Mr. Stoytcho,male,28.0,0,0,349207,7.8958001,S,0,0
505,107,1,3,Salkjelsvik  Miss. Anna Kristine,female,21.0,0,0,343120,7.6500001,S,0,0
506,108,1,3,Moss  Mr. Albert Johan,male,26.951700592707944,0,0,312991,7.7750001,S,0,0
507,109,0,3,Rekic  Mr. Tido,male,38.0,0,0,349249,7.8958001,S,0,0
508,110,1,3,Moran  Miss. Bertha,female,31.913666666666664,1,0,371110,24.15,Q,1,1
509,111,0,1,Porter  Mr. Walter Chamberlain,male,47.0,0,0,110465,52.0,S,0,0
510,112,0,3,Zabour  Miss. Hileni,female,14.5,1,0,2665,14.4542,C,1,1
511,113,0,3,Barton  Mr. David John,male,22.0,0,0,324669,8.0500002,S,0,0
512,114,0,3,Jussila  Miss. Katriina,female,20.0,1,0,4136,9.8249998,S,1,1
513,115,0,3,Attalah  Miss. Malake,female,17.0,0,0,2627,14.4583,C,0,0
514,116,0,3,Pekoniemi  Mr. Edvard,male,21.0,0,0,STON/O 2. 3101294,7.9250002,S,0,0
515,117,0,3,Connors  Mr. Patrick,male,70.5,0,0,370369,7.75,Q,0,0
516,118,0,2,Turpin  Mr. William John Robert,male,29.0,1,0,11668,21.0,S,1,1
517,119,0,1,Baxter  Mr. Quigg Edmond,male,24.0,0,1,PC 17558,247.5208,C,1,1
518,120,0,3,Andersson  Miss. Ellis Anna Maria,female,2.0,4,2,347082,31.275,S,6,0
519,121,0,2,Hickman  Mr. Stanley George,male,21.0,2,0,S.O.C. 14879,73.5,S,2,0
520,122,0,3,Moore  Mr. Leonard Charles,male,31.051514586770406,0,0,A4. 54510,8.0500002,S,0,0
521,123,0,2,Nasser  Mr. Nicholas,male,32.5,1,0,237736,30.070801,C,1,1
522,124,1,2,Webber  Miss. Susan,female,32.5,0,0,27267,13.0,S,0,0
523,125,0,1,White  Mr. Percival Wayland,male,54.0,0,1,35281,77.287498,S,1,1
524,126,1,3,Nicola-Yarred  Master. Elias,male,12.0,1,0,2651,11.2417,C,1,1
525,127,0,3,McMahon  Mr. Martin,male,36.124156188110135,0,0,370372,7.75,Q,0,0
526,128,1,3,Madsen  Mr. Fridtjof Arne,male,24.0,0,0,C 17369,7.1416998,S,0,0
527,129,1,3,Peter  Miss. Anna,female,26.2905,1,1,2668,22.358299,C,2,0
528,130,0,3,Ekstrom  Mr. Johan,male,45.0,0,0,347061,6.9749999,S,0,0
529,131,0,3,Drazenoic  Mr. Jozef,male,33.0,0,0,349241,7.8958001,C,0,0
530,132,0,3,Coelho  Mr. Domingos Fernandeo,male,20.0,0,0,SOTON/O.Q. 3101307,7.0500002,S,0,0
531,133,0,3,Robins  Mrs. Alexander A (Grace Charity Laury),female,47.0,1,0,A/5. 3337,14.5,S,1,1
532,134,1,2,Weisz  Mrs. Leopold (Mathilde Francoise Pede),female,29.0,1,0,228414,26.0,S,1,1
533,535,0,3,Cacic  Miss. Marija,female,30.0,0,0,315084,8.6625004,S,0,0
534,536,1,2,Hart  Miss. Eva Miriam,female,7.0,0,2,F.C.C. 13529,26.25,S,2,0
535,537,0,1,Butt  Major. Archibald Willingham,male,45.0,0,0,113050,26.549999,S,0,0
